Trinity_ID	CrabC_2	CrabC_17	CrabE_2	CrabE_17	cluster	V2	uniprot_acc_ID	V4	V5	V6	V7	V8.x	V9.x	V10.x	V11.x	V12	V13	V14	entry_name	review_status	protein_name	gene_name	organism	length	V8.y	V9.y	V10.y	V11.y	gene_ontology_IDs
TRINITY_DN5910_c0_g1_i1	172.113	138.835	138.479	86.039	1	sp	Q9HCJ6	VAT1L_HUMAN	51.4	346	167	1	239	1276	40	384	2.8e-97	357.5	VAT1L_HUMAN	reviewed	Synaptic vesicle membrane protein VAT-1 homolog-like (EC 1.-.-.-)	VAT1L KIAA1576	Homo sapiens (Human)	419			oxidoreductase activity [GO:0016491]; zinc ion binding [GO:0008270]	oxidoreductase activity [GO:0016491]; zinc ion binding [GO:0008270]	GO:0008270; GO:0016491
TRINITY_DN434_c1_g1_i2	0	4.002	3.204	0	1	sp	Q5XFY4	BCL7A_DANRE	64.2	53	19	0	83	241	1	53	1.2e-13	78.6	BCL7A_DANRE	reviewed	B-cell CLL/lymphoma 7 protein family member A	bcl7a zgc:92023	Danio rerio (Zebrafish) (Brachydanio rerio)	201					
TRINITY_DN19103_c0_g1_i1	0	9.965	0	0	1	sp	Q7SXM7	PRP31_DANRE	47.8	134	68	1	7	402	96	229	6.2e-27	121.7	PRP31_DANRE	reviewed	U4/U6 small nuclear ribonucleoprotein Prp31 (Pre-mRNA-processing factor 31)	prpf31	Danio rerio (Zebrafish) (Brachydanio rerio)	508	mRNA splicing, via spliceosome [GO:0000398]; retina development in camera-type eye [GO:0060041]; spliceosomal tri-snRNP complex assembly [GO:0000244]	MLL1 complex [GO:0071339]; precatalytic spliceosome [GO:0071011]; spliceosomal tri-snRNP complex [GO:0097526]; U4/U6 x U5 tri-snRNP complex [GO:0046540]; U4atac snRNP [GO:0005690]; U4 snRNP [GO:0005687]	RNA binding [GO:0003723]	MLL1 complex [GO:0071339]; precatalytic spliceosome [GO:0071011]; spliceosomal tri-snRNP complex [GO:0097526]; U4 snRNP [GO:0005687]; U4/U6 x U5 tri-snRNP complex [GO:0046540]; U4atac snRNP [GO:0005690]; RNA binding [GO:0003723]; mRNA splicing, via spliceosome [GO:0000398]; retina development in camera-type eye [GO:0060041]; spliceosomal tri-snRNP complex assembly [GO:0000244]	GO:0000244; GO:0000398; GO:0003723; GO:0005687; GO:0005690; GO:0046540; GO:0060041; GO:0071011; GO:0071339; GO:0097526
TRINITY_DN5081_c0_g1_i1	0	5.051	0	0	1	sp	Q9FEF8	MD36B_ARATH	73.5	151	34	1	459	7	68	212	2.6e-59	229.9	MD36B_ARATH	reviewed	Probable mediator of RNA polymerase II transcription subunit 36b (Histone-glutamine methyltransferase) (SKP1-interacting partner 7) (rRNA 2'-O-methyltransferase fibrillarin 1) (EC 2.1.1.-)	MED36B FBR1 FIB1 MED36_2 SKIP7 At5g52470 K24M7.22	Arabidopsis thaliana (Mouse-ear cress)	308	box C/D snoRNA 3'-end processing [GO:0000494]; histone glutamine methylation [GO:1990258]; regulation of transcription, DNA-templated [GO:0006355]; rRNA methylation [GO:0031167]; transcription, DNA-templated [GO:0006351]; tRNA processing [GO:0008033]	box C/D snoRNP complex [GO:0031428]; Cajal body [GO:0015030]; membrane [GO:0016020]; nucleolus [GO:0005730]; small-subunit processome [GO:0032040]	histone-glutamine methyltransferase activity [GO:1990259]; RNA binding [GO:0003723]; rRNA methyltransferase activity [GO:0008649]; snoRNA binding [GO:0030515]	box C/D snoRNP complex [GO:0031428]; Cajal body [GO:0015030]; membrane [GO:0016020]; nucleolus [GO:0005730]; small-subunit processome [GO:0032040]; histone-glutamine methyltransferase activity [GO:1990259]; RNA binding [GO:0003723]; rRNA methyltransferase activity [GO:0008649]; snoRNA binding [GO:0030515]; box C/D snoRNA 3'-end processing [GO:0000494]; histone glutamine methylation [GO:1990258]; regulation of transcription, DNA-templated [GO:0006355]; rRNA methylation [GO:0031167]; transcription, DNA-templated [GO:0006351]; tRNA processing [GO:0008033]	GO:0000494; GO:0003723; GO:0005730; GO:0006351; GO:0006355; GO:0008033; GO:0008649; GO:0015030; GO:0016020; GO:0030515; GO:0031167; GO:0031428; GO:0032040; GO:1990258; GO:1990259
TRINITY_DN11384_c0_g1_i1	21.154	22.584	0	0	1	sp	Q9H3H5	GPT_HUMAN	33.8	139	73	2	6	410	285	408	2.4e-14	80.1	GPT_HUMAN	reviewed	UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase (EC 2.7.8.15) (GlcNAc-1-P transferase) (G1PT) (GPT) (N-acetylglucosamine-1-phosphate transferase)	DPAGT1 DPAGT2	Homo sapiens (Human)	408	dolichol-linked oligosaccharide biosynthetic process [GO:0006488]; dolichol metabolic process [GO:0019348]; dolichyl diphosphate biosynthetic process [GO:0006489]; protein N-linked glycosylation [GO:0006487]; protein oligomerization [GO:0051259]; UDP-N-acetylglucosamine metabolic process [GO:0006047]	endoplasmic reticulum membrane [GO:0005789]; integral component of endoplasmic reticulum membrane [GO:0030176]; integral component of membrane [GO:0016021]; intracellular membrane-bounded organelle [GO:0043231]; membrane [GO:0016020]	phospho-N-acetylmuramoyl-pentapeptide-transferase activity [GO:0008963]; transferase activity, transferring glycosyl groups [GO:0016757]; UDP-N-acetylglucosamine-dolichyl-phosphate N-acetylglucosaminephosphotransferase activity [GO:0003975]; UDP-N-acetylglucosamine-lysosomal-enzyme N-acetylglucosaminephosphotransferase activity [GO:0003976]	endoplasmic reticulum membrane [GO:0005789]; integral component of endoplasmic reticulum membrane [GO:0030176]; integral component of membrane [GO:0016021]; intracellular membrane-bounded organelle [GO:0043231]; membrane [GO:0016020]; phospho-N-acetylmuramoyl-pentapeptide-transferase activity [GO:0008963]; transferase activity, transferring glycosyl groups [GO:0016757]; UDP-N-acetylglucosamine-dolichyl-phosphate N-acetylglucosaminephosphotransferase activity [GO:0003975]; UDP-N-acetylglucosamine-lysosomal-enzyme N-acetylglucosaminephosphotransferase activity [GO:0003976]; dolichol metabolic process [GO:0019348]; dolichol-linked oligosaccharide biosynthetic process [GO:0006488]; dolichyl diphosphate biosynthetic process [GO:0006489]; protein N-linked glycosylation [GO:0006487]; protein oligomerization [GO:0051259]; UDP-N-acetylglucosamine metabolic process [GO:0006047]	GO:0003975; GO:0003976; GO:0005789; GO:0006047; GO:0006487; GO:0006488; GO:0006489; GO:0008963; GO:0016020; GO:0016021; GO:0016757; GO:0019348; GO:0030176; GO:0043231; GO:0051259
TRINITY_DN3334_c0_g1_i2	6.209	1.65	0	0	1	sp	Q6NN85	SSH_DROME	48.8	576	177	12	103	1500	1	568	9.2e-124	446.8	SSH_DROME	reviewed	Protein phosphatase Slingshot (EC 3.1.3.16) (EC 3.1.3.48)	ssh CG6238	Drosophila melanogaster (Fruit fly)	1045	axonogenesis [GO:0007409]; cell morphogenesis [GO:0000902]; compound eye development [GO:0048749]; establishment of nucleus localization [GO:0040023]; mitotic cell cycle [GO:0000278]; mushroom body development [GO:0016319]; negative regulation of actin filament polymerization [GO:0030837]; protein dephosphorylation [GO:0006470]; regulation of actin filament polymerization [GO:0030833]; regulation of actin polymerization or depolymerization [GO:0008064]; regulation of axonogenesis [GO:0050770]; regulation of lamellipodium assembly [GO:0010591]	apical part of cell [GO:0045177]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]	actin binding [GO:0003779]; phosphoprotein phosphatase activity [GO:0004721]; protein tyrosine/serine/threonine phosphatase activity [GO:0008138]; protein tyrosine phosphatase activity [GO:0004725]	apical part of cell [GO:0045177]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; actin binding [GO:0003779]; phosphoprotein phosphatase activity [GO:0004721]; protein tyrosine phosphatase activity [GO:0004725]; protein tyrosine/serine/threonine phosphatase activity [GO:0008138]; axonogenesis [GO:0007409]; cell morphogenesis [GO:0000902]; compound eye development [GO:0048749]; establishment of nucleus localization [GO:0040023]; mitotic cell cycle [GO:0000278]; mushroom body development [GO:0016319]; negative regulation of actin filament polymerization [GO:0030837]; protein dephosphorylation [GO:0006470]; regulation of actin filament polymerization [GO:0030833]; regulation of actin polymerization or depolymerization [GO:0008064]; regulation of axonogenesis [GO:0050770]; regulation of lamellipodium assembly [GO:0010591]	GO:0000278; GO:0000902; GO:0003779; GO:0004721; GO:0004725; GO:0005737; GO:0005856; GO:0006470; GO:0007409; GO:0008064; GO:0008138; GO:0010591; GO:0016319; GO:0030833; GO:0030837; GO:0040023; GO:0045177; GO:0048749; GO:0050770
TRINITY_DN3015_c0_g1_i10	0	2.994	0	0	1	sp	Q9NHE5	CAPS_DROME	62.7	418	100	1	34	1119	948	1365	6.8e-154	545.4	CAPS_DROME	reviewed	Calcium-dependent secretion activator (Calcium-activated protein for secretion)	Cadps Caps CG33653	Drosophila melanogaster (Fruit fly)	1447	dense core granule exocytosis [GO:1990504]; neurotransmitter secretion [GO:0007269]; positive regulation of calcium ion-dependent exocytosis [GO:0045956]; protein transport [GO:0015031]; synaptic transmission, glutamatergic [GO:0035249]; synaptic vesicle exocytosis [GO:0016079]; vesicle-mediated transport [GO:0016192]	cell junction [GO:0030054]; cytoplasmic vesicle membrane [GO:0030659]; synapse [GO:0045202]; synaptic vesicle [GO:0008021]	calcium ion binding [GO:0005509]; lipid binding [GO:0008289]	cell junction [GO:0030054]; cytoplasmic vesicle membrane [GO:0030659]; synapse [GO:0045202]; synaptic vesicle [GO:0008021]; calcium ion binding [GO:0005509]; lipid binding [GO:0008289]; dense core granule exocytosis [GO:1990504]; neurotransmitter secretion [GO:0007269]; positive regulation of calcium ion-dependent exocytosis [GO:0045956]; protein transport [GO:0015031]; synaptic transmission, glutamatergic [GO:0035249]; synaptic vesicle exocytosis [GO:0016079]; vesicle-mediated transport [GO:0016192]	GO:0005509; GO:0007269; GO:0008021; GO:0008289; GO:0015031; GO:0016079; GO:0016192; GO:0030054; GO:0030659; GO:0035249; GO:0045202; GO:0045956; GO:1990504
TRINITY_DN7154_c0_g1_i1	0	1.647	0	0	1	sp	Q8R086	SUOX_MOUSE	40.7	118	61	2	369	16	284	392	6.1e-22	105.1	SUOX_MOUSE	reviewed	Sulfite oxidase, mitochondrial (EC 1.8.3.1)	Suox	Mus musculus (Mouse)	546	nitrate assimilation [GO:0042128]; sulfur compound metabolic process [GO:0006790]	mitochondrial intermembrane space [GO:0005758]; mitochondrion [GO:0005739]	heme binding [GO:0020037]; molybdenum ion binding [GO:0030151]; molybdopterin cofactor binding [GO:0043546]; sulfite oxidase activity [GO:0008482]	mitochondrial intermembrane space [GO:0005758]; mitochondrion [GO:0005739]; heme binding [GO:0020037]; molybdenum ion binding [GO:0030151]; molybdopterin cofactor binding [GO:0043546]; sulfite oxidase activity [GO:0008482]; nitrate assimilation [GO:0042128]; sulfur compound metabolic process [GO:0006790]	GO:0005739; GO:0005758; GO:0006790; GO:0008482; GO:0020037; GO:0030151; GO:0042128; GO:0043546
TRINITY_DN12356_c0_g2_i1	0	8.751	0	0	1	sp	Q6NTA4	RRAGB_MOUSE	52.5	80	38	0	1	240	176	255	9.8e-20	97.1	RRAGB_MOUSE	reviewed	Ras-related GTP-binding protein B (Rag B) (RagB)	Rragb	Mus musculus (Mouse)	374	cellular protein localization [GO:0034613]; cellular response to amino acid starvation [GO:0034198]; cellular response to amino acid stimulus [GO:0071230]; cellular response to leucine starvation [GO:1990253]; cellular response to starvation [GO:0009267]; positive regulation of TORC1 signaling [GO:1904263]; positive regulation of TOR signaling [GO:0032008]; regulation of autophagy [GO:0010506]; regulation of TOR signaling [GO:0032006]	cytoplasm [GO:0005737]; EGO complex [GO:0034448]; Gtr1-Gtr2 GTPase complex [GO:1990131]; lysosomal membrane [GO:0005765]; lysosome [GO:0005764]; nucleus [GO:0005634]	GTPase activity [GO:0003924]; GTPase binding [GO:0051020]; GTP binding [GO:0005525]; guanyl ribonucleotide binding [GO:0032561]; protein heterodimerization activity [GO:0046982]	cytoplasm [GO:0005737]; EGO complex [GO:0034448]; Gtr1-Gtr2 GTPase complex [GO:1990131]; lysosomal membrane [GO:0005765]; lysosome [GO:0005764]; nucleus [GO:0005634]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; GTPase binding [GO:0051020]; guanyl ribonucleotide binding [GO:0032561]; protein heterodimerization activity [GO:0046982]; cellular protein localization [GO:0034613]; cellular response to amino acid starvation [GO:0034198]; cellular response to amino acid stimulus [GO:0071230]; cellular response to leucine starvation [GO:1990253]; cellular response to starvation [GO:0009267]; positive regulation of TOR signaling [GO:0032008]; positive regulation of TORC1 signaling [GO:1904263]; regulation of autophagy [GO:0010506]; regulation of TOR signaling [GO:0032006]	GO:0003924; GO:0005525; GO:0005634; GO:0005737; GO:0005764; GO:0005765; GO:0009267; GO:0010506; GO:0032006; GO:0032008; GO:0032561; GO:0034198; GO:0034448; GO:0034613; GO:0046982; GO:0051020; GO:0071230; GO:1904263; GO:1990131; GO:1990253
TRINITY_DN870_c0_g1_i3	9.012	28.59	0	0	1	sp	Q9NZR2	LRP1B_HUMAN	35.6	90	45	3	957	727	3578	3667	9.7e-05	49.3	LRP1B_HUMAN	reviewed	Low-density lipoprotein receptor-related protein 1B (LRP-1B) (Low-density lipoprotein receptor-related protein-deleted in tumor) (LRP-DIT)	LRP1B LRPDIT	Homo sapiens (Human)	4599	protein transport [GO:0015031]; receptor-mediated endocytosis [GO:0006898]	integral component of membrane [GO:0016021]; receptor complex [GO:0043235]	calcium ion binding [GO:0005509]	integral component of membrane [GO:0016021]; receptor complex [GO:0043235]; calcium ion binding [GO:0005509]; protein transport [GO:0015031]; receptor-mediated endocytosis [GO:0006898]	GO:0005509; GO:0006898; GO:0015031; GO:0016021; GO:0043235
TRINITY_DN25976_c0_g1_i1	0	42.927	0	0	1	sp	Q9C0D5	TANC1_HUMAN	44.4	81	45	0	249	7	1081	1161	1.2e-07	57	TANC1_HUMAN	reviewed	Protein TANC1 (Tetratricopeptide repeat, ankyrin repeat and coiled-coil domain-containing protein 1)	TANC1 KIAA1728	Homo sapiens (Human)	1861	dendritic spine maintenance [GO:0097062]; myoblast fusion [GO:0007520]; visual learning [GO:0008542]	axon terminus [GO:0043679]; cell junction [GO:0030054]; dendrite [GO:0030425]; neuronal cell body [GO:0043025]; postsynaptic density [GO:0014069]; postsynaptic membrane [GO:0045211]		axon terminus [GO:0043679]; cell junction [GO:0030054]; dendrite [GO:0030425]; neuronal cell body [GO:0043025]; postsynaptic density [GO:0014069]; postsynaptic membrane [GO:0045211]; dendritic spine maintenance [GO:0097062]; myoblast fusion [GO:0007520]; visual learning [GO:0008542]	GO:0007520; GO:0008542; GO:0014069; GO:0030054; GO:0030425; GO:0043025; GO:0043679; GO:0045211; GO:0097062
