Trinity_ID	uninfected_cold	infected_cold	uninfected_warm	infected_warm	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	cluster	V2	uniprot_acc_ID	V4	V5	V6	V7	V8.x	V9.x	V10.x	V11.x	V12	V13	V14	entry_name	review_status	protein_name	gene_name	organism	length	V8.y	V9.y	V10.y	V11.y	gene_ontology_IDs
TRINITY_DN691_c3_g1_i15	1	0	270	99	81.4929537	8.20989392	1.740710438	4.716404143	2.4e-06	0.001850126	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN2145_c1_g1_i10	69	29	597	232	208.904415	2.772387518	0.747297439	3.709884943	0.000207353	0.034134808	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN22623_c0_g1_i10	24078	11504	4068	5184	11631.9529	-2.14297619	0.333283072	-6.429898102	1.28e-10	4.33e-07	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN34022_c0_g1_i2	0	2	173	144	70.89690985	7.296345315	1.695932219	4.302262338	1.69e-05	0.005972149	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN4655_c0_g1_i16	13	226	442	1027	395.3854372	3.258418261	0.715106576	4.55654915	5.2e-06	0.002730669	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN63_c0_g1_i16	169	184	16	0	99.21590636	-5.921679212	1.366006192	-4.335031017	1.46e-05	0.005372087	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN15422_c0_g1_i9	0	0	202	82	62.57211184	9.174273424	2.00452129	4.576790215	4.72e-06	0.00263328	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN1838_c0_g1_i1	5043	2760	10400	9377	6493.619005	1.118642167	0.292247968	3.82771581	0.000129338	0.025207524	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN1968_c0_g1_i1	787	462	2164	1766	1208.473528	1.410744876	0.385708905	3.657537735	0.00025465	0.039317857	1	sp	Q1RMP0	RPA12_BOVIN	39.2	130	72	2	586	975	1	123	4.2e-18	94	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN1308_c4_g1_i39	65	336	12	0	112.8134293	-5.831284101	1.409257612	-4.137841124	3.51e-05	0.01080834	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN14959_c1_g1_i22	0	0	100	98	44.01388077	8.786608373	2.191854323	4.008755637	6.1e-05	0.017447422	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN60570_c0_g1_i6	364	256	3365	2430	1451.380901	2.942242069	0.35805439	8.217304825	2.08e-16	1.76e-12	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN5929_c1_g1_i4	8	0	754	800	347.8586812	8.698560076	2.284419951	3.807776268	0.000140222	0.027018239	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN5253_c0_g1_i9	163	137	0	1	81.36689729	-8.566797667	1.83590642	-4.666249637	3.07e-06	0.002167168	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN14944_c0_g1_i2	159	106	20	0	75.85337345	-5.456648271	1.505039096	-3.625585731	0.000288307	0.043004675	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN13131_c0_g1_i5	0	0	99	62	35.62027374	8.453011331	2.331963656	3.624846944	0.000289133	0.043004675	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN186_c2_g1_i12	93	348	0	5	122.0852402	-7.225274838	1.325164748	-5.452359677	4.97e-08	0.000105351	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN4867_c0_g2_i6	0	0	118	65	40.43541898	8.615615375	2.24622732	3.835593708	0.000125261	0.024987426	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN19145_c0_g1_i3	0	0	91	80	37.96774177	8.57245793	2.287260547	3.74791492	0.000178311	0.032322199	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN3668_c0_g1_i7	21	19	277	322	144.2237111	3.616398893	0.893155864	4.049012092	5.14e-05	0.015036548	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN1055_c3_g1_i24	0	0	111	79	42.09200721	8.708231437	2.219966341	3.922686248	8.76e-05	0.0205205	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN281_c1_g1_i8	0	0	91	64	34.33394704	8.41348352	2.358153087	3.567827538	0.000359953	0.049620877	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN1080_c1_g1_i4	23	0	255	112	87.01740293	5.098740586	1.389018438	3.670750831	0.000241839	0.038323573	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN2024_c13_g1_i1	17257	15478	5726	9661	12299.67402	-1.420927925	0.29244897	-4.858720906	1.18e-06	0.001028011	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN1968_c0_g1_i3	445	187	1468	1015	719.6840891	1.79290819	0.462337351	3.877922015	0.000105352	0.022612108	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN15508_c0_g1_i3	73	69	0	0	38.45359345	-8.87719448	2.27909181	-3.895057865	9.82e-05	0.021903424	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN1688_c1_g1_i2	5989	4355	2075	2800	3880.858285	-1.368410139	0.321242367	-4.259743665	2.05e-05	0.007082123	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN3136_c0_g2_i2	1317	2183	5409	4521	3156.911555	1.258312132	0.337196098	3.731692447	0.000190198	0.033247329	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN8852_c2_g2_i1	109	112	0	0	59.8994637	-9.515752011	2.023767583	-4.701998438	2.58e-06	0.001899275	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN12078_c3_g1_i7	99	38	0	0	36.77333718	-8.683054978	2.312141999	-3.755415966	0.000173054	0.032245061	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN3138_c4_g1_i6	0	0	175	35	46.02348004	8.487058616	2.172737348	3.906159492	9.38e-05	0.021487062	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN1804_c1_g1_i20	3411	1676	1544	128	1733.467937	-2.694181034	0.499442701	-5.394374632	6.88e-08	0.000116594	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN33269_c0_g1_i3	0	0	92	148	53.62893826	9.026734183	2.080005115	4.339765378	1.43e-05	0.005372087	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN7420_c1_g1_i4	0	0	137	33	37.30163825	8.264663253	2.304849008	3.585772093	0.000336082	0.04748844	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN6643_c1_g1_i4	0	0	155	32	40.99076592	8.336995161	2.243771909	3.715616159	0.000202709	0.03394907	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN9479_c0_g1_i7	69	68	0	0	37.11591856	-8.82596108	2.303205719	-3.832033329	0.000127089	0.025057127	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN4235_c1_g1_i7	1238	733	57	29	550.1680032	-4.831975677	0.517581177	-9.335686629	1e-20	1.7e-16	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN1767_c1_g1_i1	0	0	123	144	59.46512487	9.213834779	2.026937823	4.545691869	5.48e-06	0.002730669	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN1536_c0_g1_i1	156	435	1945	914	792.4828268	2.063914451	0.575259695	3.587796036	0.000333485	0.04748844	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN5477_c0_g1_i1	470	141	34	22	176.0723646	-3.528894534	0.83316346	-4.235536844	2.28e-05	0.00773215	4	sp	P04323	POL3_DROME	44.4	126	65	3	1	375	447	568	4.8e-21	102.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN19749_c0_g1_i28	690	588	3210	2812	1682.741032	1.952455061	0.34160689	5.715502589	1.09e-08	3.09e-05	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN269_c2_g2_i2	419	361	73	69	242.5715224	-2.739564117	0.694127758	-3.946772169	7.92e-05	0.019820669	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN2310_c0_g1_i2	300	287	53	43	180.2767319	-2.904649692	0.793851978	-3.658931102	0.000253269	0.039317857	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN11178_c0_g1_i1	0	0	215	95	68.3529655	9.323144275	1.9639344	4.747177032	2.06e-06	0.001665526	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN2239_c0_g1_i7	111	93	0	0	55.17322678	-9.395157016	2.065123625	-4.549440479	5.38e-06	0.002730669	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN5253_c0_g1_i6	0	0	141	109	55.43243874	9.112007532	2.062311241	4.418347411	9.95e-06	0.004113214	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN6714_c0_g1_i3	84	166	0	0	68.2083921	-9.616439711	1.964797527	-4.894366762	9.86e-07	0.000929026	2	sp	Q8TCT6	SPPL3_HUMAN	69	378	107	5	1455	337	6	378	7.2e-142	505.8	SPPL3_HUMAN	reviewed	Signal peptide peptidase-like 3 (SPP-like 3) (EC 3.4.23.-) (Intramembrane protease 2) (IMP-2) (Presenilin homologous protein 1) (PSH1) (Presenilin-like protein 4)	SPPL3 IMP2 PSL4	Homo sapiens (Human)	385	membrane protein proteolysis [GO:0033619]; positive regulation of calcineurin-NFAT signaling cascade [GO:0070886]; positive regulation of cytosolic calcium ion concentration [GO:0007204]; positive regulation of NFAT protein import into nucleus [GO:0051533]; positive regulation of protein binding [GO:0032092]; positive regulation of protein dephosphorylation [GO:0035307]; T cell receptor signaling pathway [GO:0050852]	endoplasmic reticulum-Golgi intermediate compartment membrane [GO:0033116]; Golgi-associated vesicle membrane [GO:0030660]; integral component of cytoplasmic side of endoplasmic reticulum membrane [GO:0071458]; integral component of lumenal side of endoplasmic reticulum membrane [GO:0071556]; intracellular membrane-bounded organelle [GO:0043231]; lysosomal membrane [GO:0005765]; membrane [GO:0016020]; plasma membrane [GO:0005886]; rough endoplasmic reticulum [GO:0005791]	aspartic endopeptidase activity, intramembrane cleaving [GO:0042500]; protein homodimerization activity [GO:0042803]	endoplasmic reticulum-Golgi intermediate compartment membrane [GO:0033116]; Golgi-associated vesicle membrane [GO:0030660]; integral component of cytoplasmic side of endoplasmic reticulum membrane [GO:0071458]; integral component of lumenal side of endoplasmic reticulum membrane [GO:0071556]; intracellular membrane-bounded organelle [GO:0043231]; lysosomal membrane [GO:0005765]; membrane [GO:0016020]; plasma membrane [GO:0005886]; rough endoplasmic reticulum [GO:0005791]; aspartic endopeptidase activity, intramembrane cleaving [GO:0042500]; protein homodimerization activity [GO:0042803]; membrane protein proteolysis [GO:0033619]; positive regulation of calcineurin-NFAT signaling cascade [GO:0070886]; positive regulation of cytosolic calcium ion concentration [GO:0007204]; positive regulation of NFAT protein import into nucleus [GO:0051533]; positive regulation of protein binding [GO:0032092]; positive regulation of protein dephosphorylation [GO:0035307]; T cell receptor signaling pathway [GO:0050852]	GO:0005765; GO:0005791; GO:0005886; GO:0007204; GO:0016020; GO:0030660; GO:0032092; GO:0033116; GO:0033619; GO:0035307; GO:0042500; GO:0042803; GO:0043231; GO:0050852; GO:0051533; GO:0070886; GO:0071458; GO:0071556
TRINITY_DN9515_c0_g1_i24	304	35	17	1	94.24558446	-4.79808208	1.22125788	-3.928803374	8.54e-05	0.0205205	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN10220_c0_g1_i3	683	852	206	212	509.85672	-2.153457473	0.509438209	-4.227122028	2.37e-05	0.007869556	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN4763_c0_g1_i3	3972	3356	2774	769	2760.268835	-1.604552845	0.391764996	-4.095702425	4.21e-05	0.012743956	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN34520_c0_g1_i5	0	0	92	163	57.03562082	9.097442467	2.0484249	4.441189162	8.95e-06	0.003889581	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN4655_c0_g1_i15	2543	2083	1452	923	1776.372706	-1.276311898	0.342432665	-3.727190855	0.000193626	0.033320436	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN1736_c1_g1_i23	15	0	157	162	74.92925238	5.380245336	1.502988409	3.579698488	0.000343991	0.04820421	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN8902_c0_g1_i3	186	118	0	0	81.98382131	-9.940639645	1.88870659	-5.263199535	1.42e-07	0.000218223	4	sp	Q93112	GST1C_ANOGA	55.3	208	92	1	153	773	1	208	3.2e-65	250.4	GST1C_ANOGA	reviewed	Glutathione S-transferase 1, isoform C (EC 2.5.1.18) (EC 4.5.1.1) (AgGst1-alpha) (Aggst1-5) (DDT-dehydrochlorinase) (GST class-theta)	GstD1 GST1a AGAP004164	Anopheles gambiae (African malaria mosquito)	209	glutathione metabolic process [GO:0006749]	cytoplasm [GO:0005737]	DDT-dehydrochlorinase activity [GO:0018833]; glutathione transferase activity [GO:0004364]	cytoplasm [GO:0005737]; DDT-dehydrochlorinase activity [GO:0018833]; glutathione transferase activity [GO:0004364]; glutathione metabolic process [GO:0006749]	GO:0004364; GO:0005737; GO:0006749; GO:0018833
TRINITY_DN2789_c0_g3_i2	0	0	115	135	55.68056429	9.118796248	2.059935952	4.426737754	9.57e-06	0.004055406	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN15422_c0_g1_i21	96	77	1	0	46.98530148	-7.827361415	2.037881448	-3.840930699	0.000122569	0.024987426	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN7124_c0_g1_i5	0	0	70	126	43.84595513	8.715899673	2.19516203	3.970504024	7.17e-05	0.018709184	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN4897_c0_g1_i16	0	0	163	30	42.27709262	8.332179211	2.225471389	3.744006439	0.000181109	0.032322199	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN3644_c0_g1_i3	266	83	6	11	97.32408971	-4.451960469	1.155735136	-3.852059463	0.000117129	0.024219903	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN4742_c0_g1_i7	0	0	98	121	48.80232293	8.924729788	2.131250468	4.18755558	2.82e-05	0.009021071	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN868_c1_g2_i5	12	0	271	379	148.2196925	6.288012548	1.206773398	5.210599239	1.88e-07	0.000265971	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
