Trinity_ID	uninfected_cold	infected_cold	uninfected_warm	infected_warm	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	cluster	V2	uniprot_acc_ID	V4	V5	V6	V7	V8.x	V9.x	V10.x	V11.x	V12	V13	V14	entry_name	review_status	protein_name	gene_name	organism	length	V8.y	V9.y	V10.y	V11.y	gene_ontology_IDs
TRINITY_DN825_c0_g1_i1	0	90	0	171	63.78264951	9.451773938	1.795443168	5.264312516	1.41e-07	0.000109786	1	sp	P18445	RL27A_RAT	62.2	148	55	1	499	59	1	148	6.5e-48	191.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN3873_c0_g1_i6	5923	22681	11849	31802	17702.31948	1.731767378	0.215860225	8.022633073	1.04e-15	8.08e-12	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN16323_c0_g1_i1	0	22	0	97	27.98765678	8.059961606	2.170219988	3.713891518	0.000204096	0.02348206	1	sp	Q39055	CNX2_ARATH	46.7	199	100	4	598	11	155	350	2.5e-46	186.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN3941_c0_g1_i1	607	73	474	32	296.8120913	-3.407615793	0.513688858	-6.633618273	3.28e-11	1.28e-07	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN4792_c0_g1_i3	0	54	0	45	25.33427584	8.117682164	2.219872078	3.656824303	0.000255359	0.026742458	1	sp	P39872	RL3_BOVIN	76.5	51	12	0	2	154	345	395	5.4e-14	77.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN7220_c0_g1_i1	0	86	0	180	64.67575068	9.456848639	1.791880596	5.277610942	1.31e-07	0.000107486	1	sp	Q08062	MDHC_MAIZE	61.7	222	80	2	11	664	111	331	5.1e-73	275.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN249_c0_g1_i1	0	61	0	128	45.94777664	8.964982656	1.913409783	4.685343795	2.79e-06	0.000890034	1	sp	P49691	RL4B_ARATH	46.4	166	87	1	1	492	224	389	8.1e-33	141.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN19156_c0_g1_i1	0	28	0	73	24.2900051	8.009409052	2.251324762	3.557642676	0.000374198	0.035174599	1	sp	Q6FNV4	SC131_CANGA	41.1	124	70	3	334	696	141	264	8.3e-19	95.5	SC131_CANGA	reviewed	Protein transport protein SEC13-1	SEC131 CAGL0J08778g	Candida glabrata (strain ATCC 2001 / CBS 138 / JCM 3761 / NBRC 0622 / NRRL Y-65) (Yeast) (Torulopsis glabrata)	298	COPII-coated vesicle budding [GO:0090114]; mRNA transport [GO:0051028]; nuclear pore distribution [GO:0031081]; positive regulation of GTPase activity [GO:0043547]; positive regulation of TORC1 signaling [GO:1904263]; positive regulation of transcription, DNA-templated [GO:0045893]; protein transport [GO:0015031]; ubiquitin-dependent ERAD pathway [GO:0030433]	COPII vesicle coat [GO:0030127]; endoplasmic reticulum membrane [GO:0005789]; Golgi membrane [GO:0000139]; nuclear pore outer ring [GO:0031080]; Seh1-associated complex [GO:0035859]	identical protein binding [GO:0042802]; structural molecule activity [GO:0005198]	COPII vesicle coat [GO:0030127]; endoplasmic reticulum membrane [GO:0005789]; Golgi membrane [GO:0000139]; nuclear pore outer ring [GO:0031080]; Seh1-associated complex [GO:0035859]; identical protein binding [GO:0042802]; structural molecule activity [GO:0005198]; COPII-coated vesicle budding [GO:0090114]; mRNA transport [GO:0051028]; nuclear pore distribution [GO:0031081]; positive regulation of GTPase activity [GO:0043547]; positive regulation of TORC1 signaling [GO:1904263]; positive regulation of transcription, DNA-templated [GO:0045893]; protein transport [GO:0015031]; ubiquitin-dependent ERAD pathway [GO:0030433]	GO:0000139; GO:0005198; GO:0005789; GO:0015031; GO:0030127; GO:0030433; GO:0031080; GO:0031081; GO:0035859; GO:0042802; GO:0043547; GO:0045893; GO:0051028; GO:0090114; GO:1904263
TRINITY_DN19872_c0_g1_i1	0	26	0	83	25.9716985	8.055119844	2.210637178	3.643800042	0.000268642	0.027760875	1	sp	Q56P03	EAPP_HUMAN	33	91	31	2	185	3	193	283	9.4e-08	57	EAPP_HUMAN	reviewed	E2F-associated phosphoprotein (EAPP)	EAPP C14orf11 BM-036	Homo sapiens (Human)	285	negative regulation of transcription elongation from RNA polymerase II promoter [GO:0034244]; positive regulation of cell proliferation [GO:0008284]; positive regulation of transcription elongation from RNA polymerase II promoter [GO:0032968]	cytoplasm [GO:0005737]; nucleus [GO:0005634]		cytoplasm [GO:0005737]; nucleus [GO:0005634]; negative regulation of transcription elongation from RNA polymerase II promoter [GO:0034244]; positive regulation of cell proliferation [GO:0008284]; positive regulation of transcription elongation from RNA polymerase II promoter [GO:0032968]	GO:0005634; GO:0005737; GO:0008284; GO:0032968; GO:0034244
TRINITY_DN9691_c0_g1_i1	0	93	0	202	71.59039478	9.596381684	1.762357136	5.445196938	5.17e-08	8.07e-05	1	sp	Q86JJ0	TRM61_DICDI	45.8	107	56	2	394	80	129	235	7.2e-20	98.2	TRM61_DICDI	reviewed	tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit trmt61a (EC 2.1.1.220) (tRNA(m1A58)-methyltransferase subunit trmt61A) (tRNA(m1A58)MTase subunit trmt61A)	trmt61a trm61 DDB_G0271512	Dictyostelium discoideum (Slime mold)	312	tRNA methylation [GO:0030488]	nucleus [GO:0005634]; tRNA (m1A) methyltransferase complex [GO:0031515]	tRNA (adenine-N1-)-methyltransferase activity [GO:0016429]	nucleus [GO:0005634]; tRNA (m1A) methyltransferase complex [GO:0031515]; tRNA (adenine-N1-)-methyltransferase activity [GO:0016429]; tRNA methylation [GO:0030488]	GO:0005634; GO:0016429; GO:0030488; GO:0031515
TRINITY_DN10227_c0_g1_i1	0	47	0	148	46.49105939	8.889291753	1.913182148	4.646338438	3.38e-06	0.001033776	1	sp	P0AE20	MAP1_ECO57	48.9	131	65	2	560	171	124	253	1.2e-28	127.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN6354_c0_g1_i1	0	87	0	149	57.99604702	9.327371522	1.82554602	5.109359839	3.23e-07	0.000194001	1	sp	Q96FW1	OTUB1_HUMAN	36.9	206	116	7	40	639	14	211	2.2e-29	130.6	OTUB1_HUMAN	reviewed	Ubiquitin thioesterase OTUB1 (EC 3.4.19.12) (Deubiquitinating enzyme OTUB1) (OTU domain-containing ubiquitin aldehyde-binding protein 1) (Otubain-1) (hOTU1) (Ubiquitin-specific-processing protease OTUB1)	OTUB1 OTB1 OTU1 HSPC263	Homo sapiens (Human)	271	adaptive immune response [GO:0002250]; cellular response to DNA damage stimulus [GO:0006974]; cellular response to interleukin-1 [GO:0071347]; DNA repair [GO:0006281]; negative regulation of double-strand break repair [GO:2000780]; negative regulation of histone H2A K63-linked ubiquitination [GO:1901315]; protein deubiquitination [GO:0016579]; protein K48-linked deubiquitination [GO:0071108]	cytosol [GO:0005829]; extracellular exosome [GO:0070062]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]	NEDD8-specific protease activity [GO:0019784]; thiol-dependent ubiquitin-specific protease activity [GO:0004843]; ubiquitin binding [GO:0043130]; ubiquitin protein ligase binding [GO:0031625]	cytosol [GO:0005829]; extracellular exosome [GO:0070062]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; NEDD8-specific protease activity [GO:0019784]; thiol-dependent ubiquitin-specific protease activity [GO:0004843]; ubiquitin binding [GO:0043130]; ubiquitin protein ligase binding [GO:0031625]; adaptive immune response [GO:0002250]; cellular response to DNA damage stimulus [GO:0006974]; cellular response to interleukin-1 [GO:0071347]; DNA repair [GO:0006281]; negative regulation of double-strand break repair [GO:2000780]; negative regulation of histone H2A K63-linked ubiquitination [GO:1901315]; protein deubiquitination [GO:0016579]; protein K48-linked deubiquitination [GO:0071108]	GO:0002250; GO:0004843; GO:0005634; GO:0005654; GO:0005829; GO:0006281; GO:0006974; GO:0016579; GO:0019784; GO:0031625; GO:0043130; GO:0070062; GO:0071108; GO:0071347; GO:1901315; GO:2000780
TRINITY_DN7221_c0_g1_i1	0	46	0	110	37.67533498	8.655936723	2.002436211	4.322702854	1.54e-05	0.003294566	1	sp	Q9C5M0	DTC_ARATH	52.5	202	94	2	601	2	59	260	2.9e-52	206.5	DTC_ARATH	reviewed	Mitochondrial dicarboxylate/tricarboxylate transporter DTC (Dicarboxylate/tricarboxylate carrier)	DTC At5g19760 T29J13.180	Arabidopsis thaliana (Mouse-ear cress)	298	dicarboxylic acid transport [GO:0006835]; mitochondrial transport [GO:0006839]; tricarboxylic acid transmembrane transport [GO:0035674]	cell wall [GO:0005618]; chloroplast [GO:0009507]; chloroplast envelope [GO:0009941]; integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; plasmodesma [GO:0009506]; vacuolar membrane [GO:0005774]	dicarboxylic acid transmembrane transporter activity [GO:0005310]; oxoglutarate:malate antiporter activity [GO:0015367]; tricarboxylic acid transmembrane transporter activity [GO:0015142]	cell wall [GO:0005618]; chloroplast [GO:0009507]; chloroplast envelope [GO:0009941]; integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; plasmodesma [GO:0009506]; vacuolar membrane [GO:0005774]; dicarboxylic acid transmembrane transporter activity [GO:0005310]; oxoglutarate:malate antiporter activity [GO:0015367]; tricarboxylic acid transmembrane transporter activity [GO:0015142]; dicarboxylic acid transport [GO:0006835]; mitochondrial transport [GO:0006839]; tricarboxylic acid transmembrane transport [GO:0035674]	GO:0005310; GO:0005618; GO:0005739; GO:0005743; GO:0005774; GO:0006835; GO:0006839; GO:0009506; GO:0009507; GO:0009941; GO:0015142; GO:0015367; GO:0016021; GO:0035674
TRINITY_DN5332_c0_g1_i1	0	121	0	32	41.3095445	8.472188188	1.966916495	4.307345131	1.65e-05	0.003392345	1	sp	A2AQW0	M3K15_MOUSE	45.3	1343	593	27	272	4210	94	1324	4.5e-304	1045.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN13496_c0_g1_i1	0	71	0	127	48.54330927	9.066510095	1.89037043	4.796155268	1.62e-06	0.000601067	1	sp	P49029	MGN_CAEEL	69.7	99	30	0	299	3	5	103	1.7e-35	149.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN315_c0_g1_i38	1966	527	1107	399	1018.376988	-1.635760124	0.31447745	-5.201518031	1.98e-07	0.000134104	2	sp	A0JPE9	GLPK5_DANRE	48.2	508	258	1	278	1786	1	508	4.1e-146	520	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN737_c0_g1_i3	3078	979	2587	797	1858.402518	-1.624326203	0.248329565	-6.541010144	6.11e-11	1.91e-07	2	sp	Q26240	NOS_RHOPR	57.5	1165	455	10	263	3754	48	1173	0	1361.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN17601_c0_g1_i1	0	26	0	85	26.42084134	8.072935971	2.200252999	3.669094407	0.000243411	0.025735085	1	sp	Q9QYI7	DNJB8_MOUSE	47.5	80	41	1	248	12	3	82	1e-14	81.6	DNJB8_MOUSE	reviewed	DnaJ homolog subfamily B member 8 (mDj6)	Dnajb8	Mus musculus (Mouse)	227	chaperone-mediated protein folding [GO:0061077]; negative regulation of inclusion body assembly [GO:0090084]	cytosol [GO:0005829]; nucleus [GO:0005634]	chaperone binding [GO:0051087]; protein binding involved in protein folding [GO:0044183]; unfolded protein binding [GO:0051082]	cytosol [GO:0005829]; nucleus [GO:0005634]; chaperone binding [GO:0051087]; protein binding involved in protein folding [GO:0044183]; unfolded protein binding [GO:0051082]; chaperone-mediated protein folding [GO:0061077]; negative regulation of inclusion body assembly [GO:0090084]	GO:0005634; GO:0005829; GO:0044183; GO:0051082; GO:0051087; GO:0061077; GO:0090084
TRINITY_DN10739_c0_g2_i1	0	36	0	58	23.17751702	8.01245979	2.279225181	3.515431409	0.00043904	0.040063056	1	sp	Q50KB1	SEP2_EMIHU	52.1	48	20	2	77	211	11	58	1.7e-07	56.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN16115_c0_g1_i1	0	39	0	76	28.06583382	8.268017512	2.158293307	3.830812746	0.000127721	0.016072206	1	sp	Q1W375	PMM_TOBAC	69.8	126	38	0	3	380	119	244	1.7e-50	200.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN17633_c0_g1_i1	0	65	0	216	66.83810334	9.392379113	1.787372705	5.254852044	1.48e-07	0.000110078	1	sp	P00787	CATB_RAT	37.5	128	79	1	469	86	204	330	7.8e-21	101.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN1028_c0_g1_i3	152	0	11	0	44.42674997	-7.834896566	1.979831196	-3.957355851	7.58e-05	0.011051714	2	sp	Q9H0R3	TM222_HUMAN	63.8	160	57	1	1386	910	45	204	9.7e-58	226.1	TM222_HUMAN	reviewed	Transmembrane protein 222	TMEM222 C1orf160	Homo sapiens (Human)	208		integral component of membrane [GO:0016021]		integral component of membrane [GO:0016021]	GO:0016021
TRINITY_DN10291_c0_g1_i2	0	108	0	199	75.14683659	9.691928164	1.747762155	5.545335868	2.93e-08	6.54e-05	1	sp	Q6PBF0	RL8_XENTR	78.6	84	18	0	61	312	1	84	2.6e-33	142.5	RL8_XENTR	reviewed	60S ribosomal protein L8	rpl8 TTpA008p15.1	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	257	cytoplasmic translation [GO:0002181]	cytosolic large ribosomal subunit [GO:0022625]	RNA binding [GO:0003723]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	cytosolic large ribosomal subunit [GO:0022625]; RNA binding [GO:0003723]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; cytoplasmic translation [GO:0002181]	GO:0002181; GO:0003723; GO:0003735; GO:0019843; GO:0022625
TRINITY_DN8152_c0_g1_i1	0	27	0	79	25.35542322	8.043717071	2.224747614	3.615563861	0.000299695	0.029977143	1	sp	Q17FP1	RTCB_AEDAE	72.8	257	69	1	774	4	1	256	3.4e-109	396	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN20423_c0_g1_i1	0	51	0	93	35.26767284	8.604669835	2.032663191	4.233200008	2.3e-05	0.004384142	1	sp	P33672	PSB3_BOVIN	69.6	69	20	1	208	2	7	74	1.7e-20	99.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN2598_c0_g2_i1	0	34	0	58	22.61349621	7.972422081	2.296421888	3.471671352	0.000517229	0.045597984	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN1820_c0_g1_i5	0	58	0	146	49.14403101	9.025973723	1.888505669	4.779426332	1.76e-06	0.000637935	1	sp	Q6ZQK5	ACAP2_MOUSE	37.8	820	428	10	200	2620	1	751	4.2e-146	520.4	ACAP2_MOUSE	reviewed	Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 2 (Centaurin-beta-2) (Cnt-b2)	Acap2 Centb2 Kiaa0041	Mus musculus (Mouse)	770	actin filament-based process [GO:0030029]; cellular response to nerve growth factor stimulus [GO:1990090]; protein localization to endosome [GO:0036010]	endosome membrane [GO:0010008]; membrane [GO:0016020]; ruffle [GO:0001726]	GTPase activator activity [GO:0005096]; metal ion binding [GO:0046872]; Rab GTPase binding [GO:0017137]	endosome membrane [GO:0010008]; membrane [GO:0016020]; ruffle [GO:0001726]; GTPase activator activity [GO:0005096]; metal ion binding [GO:0046872]; Rab GTPase binding [GO:0017137]; actin filament-based process [GO:0030029]; cellular response to nerve growth factor stimulus [GO:1990090]; protein localization to endosome [GO:0036010]	GO:0001726; GO:0005096; GO:0010008; GO:0016020; GO:0017137; GO:0030029; GO:0036010; GO:0046872; GO:1990090
TRINITY_DN13034_c0_g1_i1	0	77	0	140	53.15480018	9.195176863	1.85634893	4.953366639	7.29e-07	0.000334753	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN7484_c0_g2_i1	0	86	0	170	62.43003646	9.415198545	1.802443549	5.223574713	1.76e-07	0.000124479	1	sp	P52432	RPAC1_MOUSE	49	196	81	3	541	8	45	239	1.7e-48	193.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN6825_c0_g1_i1	0	83	0	122	50.80457703	9.148304455	1.871917265	4.887130766	1.02e-06	0.000443484	1	sp	Q5CP76	RS3A_CRYHO	56.1	114	44	2	335	6	151	262	4.2e-24	112.1	RS3A_CRYHO	reviewed	40S ribosomal protein S3a	Chro.40360	Cryptosporidium hominis	262	translation [GO:0006412]	ribosome [GO:0005840]	structural constituent of ribosome [GO:0003735]	ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	GO:0003735; GO:0005840; GO:0006412
TRINITY_DN6272_c0_g1_i2	0	74	0	118	47.36819769	9.042260224	1.899398147	4.760592316	1.93e-06	0.000684539	1	sp	Q9P217	ZSWM5_HUMAN	57.2	1039	367	8	2	3106	221	1185	0	1142.1	ZSWM5_HUMAN	reviewed	Zinc finger SWIM domain-containing protein 5	ZSWIM5 KIAA1511	Homo sapiens (Human)	1185		extracellular space [GO:0005615]	zinc ion binding [GO:0008270]	extracellular space [GO:0005615]; zinc ion binding [GO:0008270]	GO:0005615; GO:0008270
TRINITY_DN5081_c0_g1_i1	0	69	0	124	47.3055742	9.028801796	1.900583852	4.75054115	2.03e-06	0.000703473	1	sp	Q9FEF8	MD36B_ARATH	73.5	151	34	1	459	7	68	212	2.6e-59	229.9	MD36B_ARATH	reviewed	Probable mediator of RNA polymerase II transcription subunit 36b (Histone-glutamine methyltransferase) (SKP1-interacting partner 7) (rRNA 2'-O-methyltransferase fibrillarin 1) (EC 2.1.1.-)	MED36B FBR1 FIB1 MED36_2 SKIP7 At5g52470 K24M7.22	Arabidopsis thaliana (Mouse-ear cress)	308	box C/D snoRNA 3'-end processing [GO:0000494]; histone glutamine methylation [GO:1990258]; regulation of transcription, DNA-templated [GO:0006355]; rRNA methylation [GO:0031167]; transcription, DNA-templated [GO:0006351]; tRNA processing [GO:0008033]	box C/D snoRNP complex [GO:0031428]; Cajal body [GO:0015030]; membrane [GO:0016020]; nucleolus [GO:0005730]; small-subunit processome [GO:0032040]	histone-glutamine methyltransferase activity [GO:1990259]; RNA binding [GO:0003723]; rRNA methyltransferase activity [GO:0008649]; snoRNA binding [GO:0030515]	box C/D snoRNP complex [GO:0031428]; Cajal body [GO:0015030]; membrane [GO:0016020]; nucleolus [GO:0005730]; small-subunit processome [GO:0032040]; histone-glutamine methyltransferase activity [GO:1990259]; RNA binding [GO:0003723]; rRNA methyltransferase activity [GO:0008649]; snoRNA binding [GO:0030515]; box C/D snoRNA 3'-end processing [GO:0000494]; histone glutamine methylation [GO:1990258]; regulation of transcription, DNA-templated [GO:0006355]; rRNA methylation [GO:0031167]; transcription, DNA-templated [GO:0006351]; tRNA processing [GO:0008033]	GO:0000494; GO:0003723; GO:0005730; GO:0006351; GO:0006355; GO:0008033; GO:0008649; GO:0015030; GO:0016020; GO:0030515; GO:0031167; GO:0031428; GO:0032040; GO:1990258; GO:1990259
TRINITY_DN4194_c0_g1_i1	456	50	231	42	198.9954772	-2.776564249	0.592506997	-4.686129048	2.78e-06	0.000890034	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
