Trinity_ID	CrabC_2	CrabC_17	CrabE_2	CrabE_17	cluster	V2	uniprot_acc_ID	V4	V5	V6	V7	V8.x	V9.x	V10.x	V11.x	V12	V13	V14	entry_name	review_status	protein_name	gene_name	organism	length	V8.y	V9.y	V10.y	V11.y	gene_ontology_IDs
TRINITY_DN4708_c0_g1_i1	10.124	1.688	0	0	4	sp	Q55DA0	ABCGM_DICDI	39.8	103	57	3	82	390	30	127	2.4e-10	66.6	ABCGM_DICDI	reviewed	ABC transporter G family member 22 (ABC transporter ABCG.22)	abcG22 DDB_G0270826	Dictyostelium discoideum (Slime mold)	615	aggregation involved in sorocarp development [GO:0031152]; cell motility [GO:0048870]; sorocarp morphogenesis [GO:0031288]	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	ATPase activity, coupled to transmembrane movement of substances [GO:0042626]; ATP binding [GO:0005524]	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; ATPase activity, coupled to transmembrane movement of substances [GO:0042626]; aggregation involved in sorocarp development [GO:0031152]; cell motility [GO:0048870]; sorocarp morphogenesis [GO:0031288]	GO:0005524; GO:0005886; GO:0016021; GO:0031152; GO:0031288; GO:0042626; GO:0048870
TRINITY_DN320_c0_g1_i17	3.833	0	0.93	0	4	sp	Q91WD7	KI18A_MOUSE	64.1	206	69	2	371	973	153	358	3e-66	254.6	KI18A_MOUSE	reviewed	Kinesin-like protein KIF18A	Kif18a	Mus musculus (Mouse)	886	cellular response to estradiol stimulus [GO:0071392]; male meiotic nuclear division [GO:0007140]; microtubule-based movement [GO:0007018]; microtubule depolymerization [GO:0007019]; mitotic metaphase plate congression [GO:0007080]; protein transport [GO:0015031]; regulation of microtubule cytoskeleton organization [GO:0070507]; seminiferous tubule development [GO:0072520]	caveola [GO:0005901]; cytoplasm [GO:0005737]; kinesin complex [GO:0005871]; kinetochore [GO:0000776]; kinetochore microtubule [GO:0005828]; microtubule cytoskeleton [GO:0015630]; microtubule organizing center [GO:0005815]; mitotic spindle midzone [GO:1990023]; nucleus [GO:0005634]; ruffle [GO:0001726]	actin binding [GO:0003779]; ATPase activity [GO:0016887]; ATP binding [GO:0005524]; ATP-dependent microtubule motor activity, plus-end-directed [GO:0008574]; microtubule binding [GO:0008017]; microtubule motor activity [GO:0003777]; microtubule plus-end binding [GO:0051010]; tubulin-dependent ATPase activity [GO:0070463]; ubiquitin binding [GO:0043130]	caveola [GO:0005901]; cytoplasm [GO:0005737]; kinesin complex [GO:0005871]; kinetochore [GO:0000776]; kinetochore microtubule [GO:0005828]; microtubule cytoskeleton [GO:0015630]; microtubule organizing center [GO:0005815]; mitotic spindle midzone [GO:1990023]; nucleus [GO:0005634]; ruffle [GO:0001726]; actin binding [GO:0003779]; ATP binding [GO:0005524]; ATP-dependent microtubule motor activity, plus-end-directed [GO:0008574]; ATPase activity [GO:0016887]; microtubule binding [GO:0008017]; microtubule motor activity [GO:0003777]; microtubule plus-end binding [GO:0051010]; tubulin-dependent ATPase activity [GO:0070463]; ubiquitin binding [GO:0043130]; cellular response to estradiol stimulus [GO:0071392]; male meiotic nuclear division [GO:0007140]; microtubule depolymerization [GO:0007019]; microtubule-based movement [GO:0007018]; mitotic metaphase plate congression [GO:0007080]; protein transport [GO:0015031]; regulation of microtubule cytoskeleton organization [GO:0070507]; seminiferous tubule development [GO:0072520]	GO:0000776; GO:0001726; GO:0003777; GO:0003779; GO:0005524; GO:0005634; GO:0005737; GO:0005815; GO:0005828; GO:0005871; GO:0005901; GO:0007018; GO:0007019; GO:0007080; GO:0007140; GO:0008017; GO:0008574; GO:0015031; GO:0015630; GO:0016887; GO:0043130; GO:0051010; GO:0070463; GO:0070507; GO:0071392; GO:0072520; GO:1990023
TRINITY_DN320_c0_g1_i17	3.833	0	0.93	0	4	sp	Q91WD7	KI18A_MOUSE	46.1	76	39	1	66	287	119	194	6.2e-11	70.9	KI18A_MOUSE	reviewed	Kinesin-like protein KIF18A	Kif18a	Mus musculus (Mouse)	886	cellular response to estradiol stimulus [GO:0071392]; male meiotic nuclear division [GO:0007140]; microtubule-based movement [GO:0007018]; microtubule depolymerization [GO:0007019]; mitotic metaphase plate congression [GO:0007080]; protein transport [GO:0015031]; regulation of microtubule cytoskeleton organization [GO:0070507]; seminiferous tubule development [GO:0072520]	caveola [GO:0005901]; cytoplasm [GO:0005737]; kinesin complex [GO:0005871]; kinetochore [GO:0000776]; kinetochore microtubule [GO:0005828]; microtubule cytoskeleton [GO:0015630]; microtubule organizing center [GO:0005815]; mitotic spindle midzone [GO:1990023]; nucleus [GO:0005634]; ruffle [GO:0001726]	actin binding [GO:0003779]; ATPase activity [GO:0016887]; ATP binding [GO:0005524]; ATP-dependent microtubule motor activity, plus-end-directed [GO:0008574]; microtubule binding [GO:0008017]; microtubule motor activity [GO:0003777]; microtubule plus-end binding [GO:0051010]; tubulin-dependent ATPase activity [GO:0070463]; ubiquitin binding [GO:0043130]	caveola [GO:0005901]; cytoplasm [GO:0005737]; kinesin complex [GO:0005871]; kinetochore [GO:0000776]; kinetochore microtubule [GO:0005828]; microtubule cytoskeleton [GO:0015630]; microtubule organizing center [GO:0005815]; mitotic spindle midzone [GO:1990023]; nucleus [GO:0005634]; ruffle [GO:0001726]; actin binding [GO:0003779]; ATP binding [GO:0005524]; ATP-dependent microtubule motor activity, plus-end-directed [GO:0008574]; ATPase activity [GO:0016887]; microtubule binding [GO:0008017]; microtubule motor activity [GO:0003777]; microtubule plus-end binding [GO:0051010]; tubulin-dependent ATPase activity [GO:0070463]; ubiquitin binding [GO:0043130]; cellular response to estradiol stimulus [GO:0071392]; male meiotic nuclear division [GO:0007140]; microtubule depolymerization [GO:0007019]; microtubule-based movement [GO:0007018]; mitotic metaphase plate congression [GO:0007080]; protein transport [GO:0015031]; regulation of microtubule cytoskeleton organization [GO:0070507]; seminiferous tubule development [GO:0072520]	GO:0000776; GO:0001726; GO:0003777; GO:0003779; GO:0005524; GO:0005634; GO:0005737; GO:0005815; GO:0005828; GO:0005871; GO:0005901; GO:0007018; GO:0007019; GO:0007080; GO:0007140; GO:0008017; GO:0008574; GO:0015031; GO:0015630; GO:0016887; GO:0043130; GO:0051010; GO:0070463; GO:0070507; GO:0071392; GO:0072520; GO:1990023
TRINITY_DN2980_c0_g1_i3	1.483	0	0.296	0	4	sp	Q91YL3	UCKL1_MOUSE	65.9	396	135	0	406	1593	138	533	2.6e-147	523.9	UCKL1_MOUSE	reviewed	Uridine-cytidine kinase-like 1 (EC 2.7.1.-)	Uckl1 Urkl1	Mus musculus (Mouse)	548	pyrimidine nucleobase metabolic process [GO:0006206]; pyrimidine nucleoside salvage [GO:0043097]; UMP salvage [GO:0044206]	cytosol [GO:0005829]; nucleus [GO:0005634]	ATP binding [GO:0005524]; uridine kinase activity [GO:0004849]	cytosol [GO:0005829]; nucleus [GO:0005634]; ATP binding [GO:0005524]; uridine kinase activity [GO:0004849]; pyrimidine nucleobase metabolic process [GO:0006206]; pyrimidine nucleoside salvage [GO:0043097]; UMP salvage [GO:0044206]	GO:0004849; GO:0005524; GO:0005634; GO:0005829; GO:0006206; GO:0043097; GO:0044206
TRINITY_DN2980_c0_g1_i3	1.483	0	0.296	0	4	sp	Q91YL3	UCKL1_MOUSE	55	60	20	3	231	407	49	102	3.7e-05	51.6	UCKL1_MOUSE	reviewed	Uridine-cytidine kinase-like 1 (EC 2.7.1.-)	Uckl1 Urkl1	Mus musculus (Mouse)	548	pyrimidine nucleobase metabolic process [GO:0006206]; pyrimidine nucleoside salvage [GO:0043097]; UMP salvage [GO:0044206]	cytosol [GO:0005829]; nucleus [GO:0005634]	ATP binding [GO:0005524]; uridine kinase activity [GO:0004849]	cytosol [GO:0005829]; nucleus [GO:0005634]; ATP binding [GO:0005524]; uridine kinase activity [GO:0004849]; pyrimidine nucleobase metabolic process [GO:0006206]; pyrimidine nucleoside salvage [GO:0043097]; UMP salvage [GO:0044206]	GO:0004849; GO:0005524; GO:0005634; GO:0005829; GO:0006206; GO:0043097; GO:0044206
TRINITY_DN28559_c0_g1_i1	34.665	4.323	0	0	4	sp	Q9X0Y1	P1254_THEMA	40.4	57	32	1	345	175	127	181	3.4e-05	49.3	P1254_THEMA	reviewed	Phosphorylated carbohydrates phosphatase TM_1254 (EC 3.1.3.-)	TM_1254	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	216	carbohydrate metabolic process [GO:0005975]		2-deoxyglucose-6-phosphatase activity [GO:0003850]; glucose-6-phosphatase activity [GO:0004346]; metal ion binding [GO:0046872]	2-deoxyglucose-6-phosphatase activity [GO:0003850]; glucose-6-phosphatase activity [GO:0004346]; metal ion binding [GO:0046872]; carbohydrate metabolic process [GO:0005975]	GO:0003850; GO:0004346; GO:0005975; GO:0046872
TRINITY_DN209_c0_g1_i1	82.778	16.495	35.918	33.922	4	sp	Q6AYH6	EMC10_RAT	29.5	193	126	5	617	60	52	241	8e-15	82.4	EMC10_RAT	reviewed	ER membrane protein complex subunit 10	Emc10 Inm02	Rattus norvegicus (Rat)	258		ER membrane protein complex [GO:0072546]; integral component of membrane [GO:0016021]		ER membrane protein complex [GO:0072546]; integral component of membrane [GO:0016021]	GO:0016021; GO:0072546
TRINITY_DN4242_c0_g1_i2	4.45	2.219	0	0	4	sp	Q8SQP4	H4_ENCCU	57.3	96	40	1	30	317	9	103	6.6e-22	104.8	H4_ENCCU	reviewed	Histone H4	HHF1 ECU09_0440	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	103		nucleosome [GO:0000786]; nucleus [GO:0005634]	DNA binding [GO:0003677]; protein heterodimerization activity [GO:0046982]	nucleosome [GO:0000786]; nucleus [GO:0005634]; DNA binding [GO:0003677]; protein heterodimerization activity [GO:0046982]	GO:0000786; GO:0003677; GO:0005634; GO:0046982
TRINITY_DN29144_c0_g1_i1	23.034	7.683	0	0	4	sp	Q700K0	SSPO_RAT	34.8	69	39	3	224	18	2447	2509	7.3e-05	47.8	SSPO_RAT	reviewed	SCO-spondin	Sspo	Rattus norvegicus (Rat)	5141	cell adhesion [GO:0007155]	extracellular space [GO:0005615]		extracellular space [GO:0005615]; cell adhesion [GO:0007155]	GO:0005615; GO:0007155
TRINITY_DN35_c0_g1_i9	6.586	0	0	0.584	4	sp	Q5VZK9	CARL1_HUMAN	34.8	1338	722	26	4315	416	8	1232	5.1e-186	653.7	CARL1_HUMAN	reviewed	F-actin-uncapping protein LRRC16A (CARMIL homolog) (Capping protein regulator and myosin 1 linker protein 1) (Capping protein, Arp2/3 and myosin-I linker homolog 1) (Capping protein, Arp2/3 and myosin-I linker protein 1) (Leucine-rich repeat-containing protein 16A)	CARMIL1 CARMIL LRRC16 LRRC16A	Homo sapiens (Human)	1371	actin filament network formation [GO:0051639]; actin filament organization [GO:0007015]; barbed-end actin filament uncapping [GO:0051638]; blood coagulation [GO:0007596]; cell migration [GO:0016477]; lamellipodium assembly [GO:0030032]; macropinocytosis [GO:0044351]; negative regulation of barbed-end actin filament capping [GO:2000813]; positive regulation of actin filament polymerization [GO:0030838]; positive regulation of cell migration [GO:0030335]; positive regulation of lamellipodium organization [GO:1902745]; positive regulation of stress fiber assembly [GO:0051496]; positive regulation of substrate adhesion-dependent cell spreading [GO:1900026]; ruffle organization [GO:0031529]; urate metabolic process [GO:0046415]	cell leading edge [GO:0031252]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; filamentous actin [GO:0031941]; lamellipodium [GO:0030027]; macropinosome [GO:0044354]; nuclear speck [GO:0016607]; nucleus [GO:0005634]; plasma membrane [GO:0005886]	protein complex binding [GO:0032403]	cell leading edge [GO:0031252]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; filamentous actin [GO:0031941]; lamellipodium [GO:0030027]; macropinosome [GO:0044354]; nuclear speck [GO:0016607]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; protein complex binding [GO:0032403]; actin filament network formation [GO:0051639]; actin filament organization [GO:0007015]; barbed-end actin filament uncapping [GO:0051638]; blood coagulation [GO:0007596]; cell migration [GO:0016477]; lamellipodium assembly [GO:0030032]; macropinocytosis [GO:0044351]; negative regulation of barbed-end actin filament capping [GO:2000813]; positive regulation of actin filament polymerization [GO:0030838]; positive regulation of cell migration [GO:0030335]; positive regulation of lamellipodium organization [GO:1902745]; positive regulation of stress fiber assembly [GO:0051496]; positive regulation of substrate adhesion-dependent cell spreading [GO:1900026]; ruffle organization [GO:0031529]; urate metabolic process [GO:0046415]	GO:0005634; GO:0005829; GO:0005886; GO:0007015; GO:0007596; GO:0016477; GO:0016607; GO:0030027; GO:0030032; GO:0030335; GO:0030838; GO:0031252; GO:0031529; GO:0031941; GO:0032403; GO:0044351; GO:0044354; GO:0046415; GO:0051496; GO:0051638; GO:0051639; GO:0070062; GO:1900026; GO:1902745; GO:2000813
