Trinity_ID	CrabC_2	CrabC_17	CrabE_2	CrabE_17	cluster	V2	uniprot_acc_ID	V4	V5	V6	V7	V8.x	V9.x	V10.x	V11.x	V12	V13	V14	entry_name	review_status	protein_name	gene_name	organism	length	V8.y	V9.y	V10.y	V11.y	gene_ontology_IDs
TRINITY_DN513_c0_g1_i2	3.536	6.343	17.212	11.166	2	sp	Q9W5D4	POMT2_DROME	53.6	745	284	7	168	2255	34	765	6e-231	802	POMT2_DROME	reviewed	Protein O-mannosyl-transferase 2 (EC 2.4.1.109) (Dolichyl-phosphate-mannose--protein mannosyltransferase 2) (DmPOMT2) (dPOMT2) (Protein twisted)	tw Pomt2 CG12311	Drosophila melanogaster (Fruit fly)	765	ER-associated misfolded protein catabolic process [GO:0071712]; lipid glycosylation [GO:0030259]; muscle attachment [GO:0016203]; muscle organ development [GO:0007517]; protein O-linked mannosylation [GO:0035269]; sarcomere organization [GO:0045214]; somatic muscle development [GO:0007525]	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]	dolichyl-phosphate-mannose-protein mannosyltransferase activity [GO:0004169]	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; dolichyl-phosphate-mannose-protein mannosyltransferase activity [GO:0004169]; ER-associated misfolded protein catabolic process [GO:0071712]; lipid glycosylation [GO:0030259]; muscle attachment [GO:0016203]; muscle organ development [GO:0007517]; protein O-linked mannosylation [GO:0035269]; sarcomere organization [GO:0045214]; somatic muscle development [GO:0007525]	GO:0004169; GO:0005783; GO:0005789; GO:0007517; GO:0007525; GO:0016021; GO:0016203; GO:0030259; GO:0035269; GO:0045214; GO:0071712
TRINITY_DN664_c0_g1_i1	2.161	0	11.75	11.742	2	sp	Q6P298	NUBP1_DANRE	44.1	304	159	6	2272	1391	7	309	1.6e-69	265.8	NUBP1_DANRE	reviewed	Cytosolic Fe-S cluster assembly factor nubp1 (Nucleotide-binding protein 1) (NBP 1)	nubp1 zgc:92138	Danio rerio (Zebrafish) (Brachydanio rerio)	321	iron-sulfur cluster assembly [GO:0016226]	cytosol [GO:0005829]	4 iron, 4 sulfur cluster binding [GO:0051539]; ATP binding [GO:0005524]; iron-sulfur cluster binding [GO:0051536]; metal ion binding [GO:0046872]	cytosol [GO:0005829]; 4 iron, 4 sulfur cluster binding [GO:0051539]; ATP binding [GO:0005524]; iron-sulfur cluster binding [GO:0051536]; metal ion binding [GO:0046872]; iron-sulfur cluster assembly [GO:0016226]	GO:0005524; GO:0005829; GO:0016226; GO:0046872; GO:0051536; GO:0051539
TRINITY_DN451_c0_g1_i14	0	0	9.698	13.847	2	sp	Q9BG99	TREX1_BOVIN	34	197	112	4	854	276	52	234	1.2e-21	105.5	TREX1_BOVIN	reviewed	Three-prime repair exonuclease 1 (EC 3.1.11.2) (3'-5' exonuclease TREX1)	TREX1	Bos taurus (Bovine)	315	cell cycle [GO:0007049]; DNA metabolic process [GO:0006259]; DNA repair [GO:0006281]	cytosol [GO:0005829]; endoplasmic reticulum membrane [GO:0005789]; nucleus [GO:0005634]	3'-5'-exodeoxyribonuclease activity [GO:0008296]; 3'-5' exonuclease activity [GO:0008408]; exodeoxyribonuclease III activity [GO:0008853]; metal ion binding [GO:0046872]; nucleic acid binding [GO:0003676]	cytosol [GO:0005829]; endoplasmic reticulum membrane [GO:0005789]; nucleus [GO:0005634]; 3'-5' exonuclease activity [GO:0008408]; 3'-5'-exodeoxyribonuclease activity [GO:0008296]; exodeoxyribonuclease III activity [GO:0008853]; metal ion binding [GO:0046872]; nucleic acid binding [GO:0003676]; cell cycle [GO:0007049]; DNA metabolic process [GO:0006259]; DNA repair [GO:0006281]	GO:0003676; GO:0005634; GO:0005789; GO:0005829; GO:0006259; GO:0006281; GO:0007049; GO:0008296; GO:0008408; GO:0008853; GO:0046872
TRINITY_DN428_c0_g1_i1	0	0	0.174	0	2	sp	Q6GVM6	DDX3Y_PANTR	71	482	108	4	1730	297	125	578	1e-191	671.4	DDX3Y_PANTR	reviewed	ATP-dependent RNA helicase DDX3Y (EC 3.6.4.13) (DEAD box protein 3, Y-chromosomal)	DDX3Y	Pan troglodytes (Chimpanzee)	660	chromosome segregation [GO:0007059]; regulation of gene expression [GO:0010468]; RNA secondary structure unwinding [GO:0010501]; translational initiation [GO:0006413]	cytoplasmic ribonucleoprotein granule [GO:0036464]; cytosol [GO:0005829]; membrane [GO:0016020]; nucleolus [GO:0005730]	ATP binding [GO:0005524]; ATP-dependent RNA helicase activity [GO:0004004]; DNA binding [GO:0003677]; RNA binding [GO:0003723]	cytoplasmic ribonucleoprotein granule [GO:0036464]; cytosol [GO:0005829]; membrane [GO:0016020]; nucleolus [GO:0005730]; ATP binding [GO:0005524]; ATP-dependent RNA helicase activity [GO:0004004]; DNA binding [GO:0003677]; RNA binding [GO:0003723]; chromosome segregation [GO:0007059]; regulation of gene expression [GO:0010468]; RNA secondary structure unwinding [GO:0010501]; translational initiation [GO:0006413]	GO:0003677; GO:0003723; GO:0004004; GO:0005524; GO:0005730; GO:0005829; GO:0006413; GO:0007059; GO:0010468; GO:0010501; GO:0016020; GO:0036464
TRINITY_DN1871_c0_g1_i8	0	1.666	0	2.684	2	sp	Q96PE3	INP4A_HUMAN	25.9	1256	614	26	3906	208	16	977	1.2e-81	307	INP4A_HUMAN	reviewed	Type I inositol 3,4-bisphosphate 4-phosphatase (EC 3.1.3.66) (Inositol polyphosphate 4-phosphatase type I)	INPP4A	Homo sapiens (Human)	977	inositol phosphate metabolic process [GO:0043647]; phosphatidylinositol biosynthetic process [GO:0006661]; signal transduction [GO:0007165]	cytoplasm [GO:0005737]; cytosol [GO:0005829]	inositol-1,3,4-trisphosphate 4-phosphatase activity [GO:0017161]; inositol-3,4-bisphosphate 4-phosphatase activity [GO:0052828]; phosphatidylinositol-3,4-bisphosphate 4-phosphatase activity [GO:0016316]; phosphatidylinositol-4,5-bisphosphate 4-phosphatase activity [GO:0034597]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; inositol-1,3,4-trisphosphate 4-phosphatase activity [GO:0017161]; inositol-3,4-bisphosphate 4-phosphatase activity [GO:0052828]; phosphatidylinositol-3,4-bisphosphate 4-phosphatase activity [GO:0016316]; phosphatidylinositol-4,5-bisphosphate 4-phosphatase activity [GO:0034597]; inositol phosphate metabolic process [GO:0043647]; phosphatidylinositol biosynthetic process [GO:0006661]; signal transduction [GO:0007165]	GO:0005737; GO:0005829; GO:0006661; GO:0007165; GO:0016316; GO:0017161; GO:0034597; GO:0043647; GO:0052828
TRINITY_DN3746_c0_g1_i2	0	0	1.747	4.05	2	sp	Q9XYN0	INX1_SCHAM	51.6	250	116	2	143	892	82	326	1.7e-78	295.4	INX1_SCHAM	reviewed	Innexin inx1 (Innexin-1) (G-Inx1)	inx1	Schistocerca americana (American grasshopper)	361	ion transport [GO:0006811]	gap junction [GO:0005921]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	gap junction channel activity [GO:0005243]	gap junction [GO:0005921]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; gap junction channel activity [GO:0005243]; ion transport [GO:0006811]	GO:0005243; GO:0005886; GO:0005921; GO:0006811; GO:0016021
TRINITY_DN6272_c0_g1_i2	0	1.064	0.367	1.797	2	sp	Q9P217	ZSWM5_HUMAN	57.2	1039	367	8	2	3106	221	1185	0	1142.1	ZSWM5_HUMAN	reviewed	Zinc finger SWIM domain-containing protein 5	ZSWIM5 KIAA1511	Homo sapiens (Human)	1185		extracellular space [GO:0005615]	zinc ion binding [GO:0008270]	extracellular space [GO:0005615]; zinc ion binding [GO:0008270]	GO:0005615; GO:0008270
TRINITY_DN3767_c0_g1_i8	0	1.602	1.529	4.61	2	sp	Q6A051	ATRN1_MOUSE	34.1	1508	641	43	4411	305	68	1361	1.3e-224	781.9	ATRN1_MOUSE	reviewed	Attractin-like protein 1	Atrnl1 Alp Atrnl Kiaa0534	Mus musculus (Mouse)	1378	G-protein coupled receptor signaling pathway [GO:0007186]	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	carbohydrate binding [GO:0030246]	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; carbohydrate binding [GO:0030246]; G-protein coupled receptor signaling pathway [GO:0007186]	GO:0005886; GO:0007186; GO:0016021; GO:0030246
TRINITY_DN1660_c0_g1_i2	0	0	6.407	1.326	2	sp	Q9NVV4	PAPD1_HUMAN	40.6	143	82	1	549	130	337	479	1.7e-21	105.1	PAPD1_HUMAN	reviewed	Poly(A) RNA polymerase, mitochondrial (PAP) (EC 2.7.7.19) (PAP-associated domain-containing protein 1) (Polynucleotide adenylyltransferase) (Terminal uridylyltransferase 1) (TUTase 1) (mtPAP)	MTPAP PAPD1	Homo sapiens (Human)	582	histone mRNA catabolic process [GO:0071044]; mRNA polyadenylation [GO:0006378]; transcription, DNA-templated [GO:0006351]	intracellular membrane-bounded organelle [GO:0043231]; mitochondrion [GO:0005739]	ATP binding [GO:0005524]; identical protein binding [GO:0042802]; magnesium ion binding [GO:0000287]; manganese ion binding [GO:0030145]; polynucleotide adenylyltransferase activity [GO:0004652]; protein homodimerization activity [GO:0042803]; RNA binding [GO:0003723]; UTP binding [GO:0002134]	intracellular membrane-bounded organelle [GO:0043231]; mitochondrion [GO:0005739]; ATP binding [GO:0005524]; identical protein binding [GO:0042802]; magnesium ion binding [GO:0000287]; manganese ion binding [GO:0030145]; polynucleotide adenylyltransferase activity [GO:0004652]; protein homodimerization activity [GO:0042803]; RNA binding [GO:0003723]; UTP binding [GO:0002134]; histone mRNA catabolic process [GO:0071044]; mRNA polyadenylation [GO:0006378]; transcription, DNA-templated [GO:0006351]	GO:0000287; GO:0002134; GO:0003723; GO:0004652; GO:0005524; GO:0005739; GO:0006351; GO:0006378; GO:0030145; GO:0042802; GO:0042803; GO:0043231; GO:0071044
TRINITY_DN2825_c0_g1_i7	0	0	0	2.824	2	sp	Q8IVL1	NAV2_HUMAN	47.9	900	366	23	2862	235	1668	2488	9.4e-195	682.9	NAV2_HUMAN	reviewed	Neuron navigator 2 (EC 3.6.4.12) (Helicase APC down-regulated 1) (Pore membrane and/or filament-interacting-like protein 2) (Retinoic acid inducible in neuroblastoma 1) (Steerin-2) (Unc-53 homolog 2) (unc53H2)	NAV2 HELAD1 KIAA1419 POMFIL2 RAINB1 STEERIN2	Homo sapiens (Human)	2488	glossopharyngeal nerve development [GO:0021563]; locomotory behavior [GO:0007626]; optic nerve development [GO:0021554]; regulation of systemic arterial blood pressure by baroreceptor feedback [GO:0003025]; sensory perception of smell [GO:0007608]; sensory perception of sound [GO:0007605]; vagus nerve development [GO:0021564]	interstitial matrix [GO:0005614]; nucleoplasm [GO:0005654]	ATP binding [GO:0005524]; helicase activity [GO:0004386]; heparin binding [GO:0008201]	interstitial matrix [GO:0005614]; nucleoplasm [GO:0005654]; ATP binding [GO:0005524]; helicase activity [GO:0004386]; heparin binding [GO:0008201]; glossopharyngeal nerve development [GO:0021563]; locomotory behavior [GO:0007626]; optic nerve development [GO:0021554]; regulation of systemic arterial blood pressure by baroreceptor feedback [GO:0003025]; sensory perception of smell [GO:0007608]; sensory perception of sound [GO:0007605]; vagus nerve development [GO:0021564]	GO:0003025; GO:0004386; GO:0005524; GO:0005614; GO:0005654; GO:0007605; GO:0007608; GO:0007626; GO:0008201; GO:0021554; GO:0021563; GO:0021564
TRINITY_DN1456_c0_g1_i1	0	0	0	12.39	2	sp	Q9NX55	HYPK_HUMAN	56.1	123	49	2	474	121	7	129	4.7e-25	115.9	HYPK_HUMAN	reviewed	Huntingtin-interacting protein K (Huntingtin yeast partner K)	HYPK C15orf63 HSPC136	Homo sapiens (Human)	129	negative regulation of apoptotic process [GO:0043066]; protein stabilization [GO:0050821]	cytoplasm [GO:0005737]; microtubule cytoskeleton [GO:0015630]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein complex [GO:0043234]	protein N-terminus binding [GO:0047485]	cytoplasm [GO:0005737]; microtubule cytoskeleton [GO:0015630]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein complex [GO:0043234]; protein N-terminus binding [GO:0047485]; negative regulation of apoptotic process [GO:0043066]; protein stabilization [GO:0050821]	GO:0005634; GO:0005654; GO:0005737; GO:0015630; GO:0043066; GO:0043234; GO:0047485; GO:0050821
