Trinity_ID	CrabC_2	CrabC_17	CrabE_2	CrabE_17	cluster	V2	uniprot_acc_ID	V4	V5	V6	V7	V8.x	V9.x	V10.x	V11.x	V12	V13	V14	entry_name	review_status	protein_name	gene_name	organism	length	V8.y	V9.y	V10.y	V11.y	gene_ontology_IDs
TRINITY_DN3767_c0_g1_i8	0	1.602	1.529	4.61	3	sp	Q6A051	ATRN1_MOUSE	34.1	1508	641	43	4411	305	68	1361	1.3e-224	781.9	ATRN1_MOUSE	reviewed	Attractin-like protein 1	Atrnl1 Alp Atrnl Kiaa0534	Mus musculus (Mouse)	1378	G-protein coupled receptor signaling pathway [GO:0007186]	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	carbohydrate binding [GO:0030246]	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; carbohydrate binding [GO:0030246]; G-protein coupled receptor signaling pathway [GO:0007186]	GO:0005886; GO:0007186; GO:0016021; GO:0030246
TRINITY_DN2825_c0_g1_i7	0	0	0	2.824	3	sp	Q8IVL1	NAV2_HUMAN	47.9	900	366	23	2862	235	1668	2488	9.4e-195	682.9	NAV2_HUMAN	reviewed	Neuron navigator 2 (EC 3.6.4.12) (Helicase APC down-regulated 1) (Pore membrane and/or filament-interacting-like protein 2) (Retinoic acid inducible in neuroblastoma 1) (Steerin-2) (Unc-53 homolog 2) (unc53H2)	NAV2 HELAD1 KIAA1419 POMFIL2 RAINB1 STEERIN2	Homo sapiens (Human)	2488	glossopharyngeal nerve development [GO:0021563]; locomotory behavior [GO:0007626]; optic nerve development [GO:0021554]; regulation of systemic arterial blood pressure by baroreceptor feedback [GO:0003025]; sensory perception of smell [GO:0007608]; sensory perception of sound [GO:0007605]; vagus nerve development [GO:0021564]	interstitial matrix [GO:0005614]; nucleoplasm [GO:0005654]	ATP binding [GO:0005524]; helicase activity [GO:0004386]; heparin binding [GO:0008201]	interstitial matrix [GO:0005614]; nucleoplasm [GO:0005654]; ATP binding [GO:0005524]; helicase activity [GO:0004386]; heparin binding [GO:0008201]; glossopharyngeal nerve development [GO:0021563]; locomotory behavior [GO:0007626]; optic nerve development [GO:0021554]; regulation of systemic arterial blood pressure by baroreceptor feedback [GO:0003025]; sensory perception of smell [GO:0007608]; sensory perception of sound [GO:0007605]; vagus nerve development [GO:0021564]	GO:0003025; GO:0004386; GO:0005524; GO:0005614; GO:0005654; GO:0007605; GO:0007608; GO:0007626; GO:0008201; GO:0021554; GO:0021563; GO:0021564
TRINITY_DN1456_c0_g1_i1	0	0	0	12.39	3	sp	Q9NX55	HYPK_HUMAN	56.1	123	49	2	474	121	7	129	4.7e-25	115.9	HYPK_HUMAN	reviewed	Huntingtin-interacting protein K (Huntingtin yeast partner K)	HYPK C15orf63 HSPC136	Homo sapiens (Human)	129	negative regulation of apoptotic process [GO:0043066]; protein stabilization [GO:0050821]	cytoplasm [GO:0005737]; microtubule cytoskeleton [GO:0015630]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein complex [GO:0043234]	protein N-terminus binding [GO:0047485]	cytoplasm [GO:0005737]; microtubule cytoskeleton [GO:0015630]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein complex [GO:0043234]; protein N-terminus binding [GO:0047485]; negative regulation of apoptotic process [GO:0043066]; protein stabilization [GO:0050821]	GO:0005634; GO:0005654; GO:0005737; GO:0015630; GO:0043066; GO:0043234; GO:0047485; GO:0050821
TRINITY_DN662_c0_g1_i2	0	0	0	6.165	3	sp	Q80TP3	UBR5_MOUSE	43.3	3104	1211	62	8889	277	4	2792	0	1803.9	UBR5_MOUSE	reviewed	E3 ubiquitin-protein ligase UBR5 (EC 2.3.2.26) (E3 ubiquitin-protein ligase, HECT domain-containing 1) (HECT-type E3 ubiquitin transferase UBR5) (Hyperplastic discs protein homolog)	Ubr5 Edd Edd1 Kiaa0896	Mus musculus (Mouse)	2792	cellular response to DNA damage stimulus [GO:0006974]; DNA repair [GO:0006281]; negative regulation of double-strand break repair [GO:2000780]; negative regulation of histone H2A K63-linked ubiquitination [GO:1901315]; negative regulation of interleukin-17 secretion [GO:1905077]; positive regulation of canonical Wnt signaling pathway [GO:0090263]; positive regulation of catenin import into nucleus [GO:0035413]; positive regulation of gene expression [GO:0010628]; positive regulation of protein import into nucleus, translocation [GO:0033160]; progesterone receptor signaling pathway [GO:0050847]; protein polyubiquitination [GO:0000209]; regulation of protein stability [GO:0031647]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; protein complex [GO:0043234]	RNA binding [GO:0003723]; ubiquitin binding [GO:0043130]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin-ubiquitin ligase activity [GO:0034450]; zinc ion binding [GO:0008270]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; protein complex [GO:0043234]; RNA binding [GO:0003723]; ubiquitin binding [GO:0043130]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin-ubiquitin ligase activity [GO:0034450]; zinc ion binding [GO:0008270]; cellular response to DNA damage stimulus [GO:0006974]; DNA repair [GO:0006281]; negative regulation of double-strand break repair [GO:2000780]; negative regulation of histone H2A K63-linked ubiquitination [GO:1901315]; negative regulation of interleukin-17 secretion [GO:1905077]; positive regulation of canonical Wnt signaling pathway [GO:0090263]; positive regulation of catenin import into nucleus [GO:0035413]; positive regulation of gene expression [GO:0010628]; positive regulation of protein import into nucleus, translocation [GO:0033160]; progesterone receptor signaling pathway [GO:0050847]; protein polyubiquitination [GO:0000209]; regulation of protein stability [GO:0031647]	GO:0000209; GO:0003723; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0006281; GO:0006974; GO:0008270; GO:0010628; GO:0016020; GO:0031647; GO:0033160; GO:0034450; GO:0035413; GO:0043130; GO:0043234; GO:0048471; GO:0050847; GO:0061630; GO:0090263; GO:1901315; GO:1905077; GO:2000780
TRINITY_DN1035_c0_g1_i1	0	5.24	0	4.643	3	sp	Q5ZM57	HACD3_CHICK	39.1	363	216	3	316	1404	5	362	1.7e-70	268.5	HACD3_CHICK	reviewed	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase (EC 4.2.1.134) (3-hydroxyacyl-CoA dehydratase) (HACD) (Protein-tyrosine phosphatase-like A domain-containing protein 1)	HACD3 PTPLAD1 RCJMB04_3b6	Gallus gallus (Chicken)	362	fatty acid elongation [GO:0030497]; I-kappaB kinase/NF-kappaB signaling [GO:0007249]; JNK cascade [GO:0007254]; positive regulation by virus of viral protein levels in host cell [GO:0046726]; positive regulation of viral genome replication [GO:0045070]; Rho protein signal transduction [GO:0007266]; sphingolipid biosynthetic process [GO:0030148]; very long-chain fatty acid biosynthetic process [GO:0042761]	cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; focal adhesion [GO:0005925]; integral component of endoplasmic reticulum membrane [GO:0030176]; mitochondrion [GO:0005739]; nuclear membrane [GO:0031965]	3-hydroxyacyl-CoA dehydratase activity [GO:0018812]; 3-hydroxy-arachidoyl-CoA dehydratase activity [GO:0102343]; 3-hydroxy-behenoyl-CoA dehydratase activity [GO:0102344]; 3-hydroxy-lignoceroyl-CoA dehydratase activity [GO:0102345]; enzyme binding [GO:0019899]	cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; focal adhesion [GO:0005925]; integral component of endoplasmic reticulum membrane [GO:0030176]; mitochondrion [GO:0005739]; nuclear membrane [GO:0031965]; 3-hydroxy-arachidoyl-CoA dehydratase activity [GO:0102343]; 3-hydroxy-behenoyl-CoA dehydratase activity [GO:0102344]; 3-hydroxy-lignoceroyl-CoA dehydratase activity [GO:0102345]; 3-hydroxyacyl-CoA dehydratase activity [GO:0018812]; enzyme binding [GO:0019899]; fatty acid elongation [GO:0030497]; I-kappaB kinase/NF-kappaB signaling [GO:0007249]; JNK cascade [GO:0007254]; positive regulation by virus of viral protein levels in host cell [GO:0046726]; positive regulation of viral genome replication [GO:0045070]; Rho protein signal transduction [GO:0007266]; sphingolipid biosynthetic process [GO:0030148]; very long-chain fatty acid biosynthetic process [GO:0042761]	GO:0005739; GO:0005783; GO:0005829; GO:0005925; GO:0007249; GO:0007254; GO:0007266; GO:0018812; GO:0019899; GO:0030148; GO:0030176; GO:0030497; GO:0031965; GO:0042761; GO:0045070; GO:0046726; GO:0102343; GO:0102344; GO:0102345
TRINITY_DN2413_c0_g1_i1	0	0	0	0.442	3	sp	Q8K1X1	WDR11_MOUSE	37.7	852	441	14	2857	392	357	1148	1.3e-155	552	WDR11_MOUSE	reviewed	WD repeat-containing protein 11 (Bromodomain and WD repeat-containing protein 2)	Wdr11 Brwd2 Kiaa1351	Mus musculus (Mouse)	1223		cilium [GO:0005929]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; integral component of membrane [GO:0016021]; lysosomal membrane [GO:0005765]; membrane [GO:0016020]; microtubule cytoskeleton [GO:0015630]; nucleus [GO:0005634]		cilium [GO:0005929]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; integral component of membrane [GO:0016021]; lysosomal membrane [GO:0005765]; membrane [GO:0016020]; microtubule cytoskeleton [GO:0015630]; nucleus [GO:0005634]	GO:0005634; GO:0005737; GO:0005765; GO:0005829; GO:0005929; GO:0015630; GO:0016020; GO:0016021
TRINITY_DN2135_c0_g1_i4	0	0	0	2.35	3	sp	Q8BKX6	SMG1_MOUSE	33.1	2880	1636	57	8464	401	878	3658	0	1382.5	SMG1_MOUSE	reviewed	Serine/threonine-protein kinase SMG1 (SMG-1) (EC 2.7.11.1)	Smg1 Kiaa0421	Mus musculus (Mouse)	3658	DNA repair [GO:0006281]; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]; peptidyl-serine phosphorylation [GO:0018105]; phosphatidylinositol phosphorylation [GO:0046854]; protein autophosphorylation [GO:0046777]; regulation of telomere maintenance [GO:0032204]	cytoplasm [GO:0005737]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]	ATP binding [GO:0005524]; kinase activity [GO:0016301]; metal ion binding [GO:0046872]; protein serine/threonine kinase activity [GO:0004674]; RNA binding [GO:0003723]; telomeric DNA binding [GO:0042162]	cytoplasm [GO:0005737]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; ATP binding [GO:0005524]; kinase activity [GO:0016301]; metal ion binding [GO:0046872]; protein serine/threonine kinase activity [GO:0004674]; RNA binding [GO:0003723]; telomeric DNA binding [GO:0042162]; DNA repair [GO:0006281]; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]; peptidyl-serine phosphorylation [GO:0018105]; phosphatidylinositol phosphorylation [GO:0046854]; protein autophosphorylation [GO:0046777]; regulation of telomere maintenance [GO:0032204]	GO:0000184; GO:0003723; GO:0004674; GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0006281; GO:0016301; GO:0018105; GO:0032204; GO:0042162; GO:0046777; GO:0046854; GO:0046872
TRINITY_DN1924_c1_g1_i8	0	6.58	0	9.142	3	sp	Q6AY40	JMJD8_RAT	55.4	213	95	0	107	745	58	270	2.9e-69	263.8	JMJD8_RAT	reviewed	JmjC domain-containing protein 8 (Jumonji domain-containing protein 8)	Jmjd8	Rattus norvegicus (Rat)	291					
TRINITY_DN4315_c0_g1_i7	0	0	0	2.808	3	sp	Q6INE5	RHG19_XENLA	35.3	450	253	9	183	1451	38	476	4e-53	211.5	RHG19_XENLA	reviewed	Rho GTPase-activating protein 19 (Rho-type GTPase-activating protein 19)	arhgap19	Xenopus laevis (African clawed frog)	507	signal transduction [GO:0007165]		GTPase activator activity [GO:0005096]	GTPase activator activity [GO:0005096]; signal transduction [GO:0007165]	GO:0005096; GO:0007165
TRINITY_DN1946_c0_g1_i1	0	0	0	5.964	3	sp	Q8IY22	CMIP_HUMAN	47.7	696	269	7	256	2067	81	773	1.3e-177	624.8	CMIP_HUMAN	reviewed	C-Maf-inducing protein (c-Mip) (Truncated c-Maf-inducing protein) (Tc-Mip)	CMIP KIAA1694 TCMIP	Homo sapiens (Human)	773		cytosol [GO:0005829]; nucleoplasm [GO:0005654]		cytosol [GO:0005829]; nucleoplasm [GO:0005654]	GO:0005654; GO:0005829
TRINITY_DN2135_c0_g1_i5	0	0	0	0.772	3	sp	Q8BKX6	SMG1_MOUSE	32.9	2937	1672	59	8614	401	821	3658	0	1391.7	SMG1_MOUSE	reviewed	Serine/threonine-protein kinase SMG1 (SMG-1) (EC 2.7.11.1)	Smg1 Kiaa0421	Mus musculus (Mouse)	3658	DNA repair [GO:0006281]; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]; peptidyl-serine phosphorylation [GO:0018105]; phosphatidylinositol phosphorylation [GO:0046854]; protein autophosphorylation [GO:0046777]; regulation of telomere maintenance [GO:0032204]	cytoplasm [GO:0005737]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]	ATP binding [GO:0005524]; kinase activity [GO:0016301]; metal ion binding [GO:0046872]; protein serine/threonine kinase activity [GO:0004674]; RNA binding [GO:0003723]; telomeric DNA binding [GO:0042162]	cytoplasm [GO:0005737]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; ATP binding [GO:0005524]; kinase activity [GO:0016301]; metal ion binding [GO:0046872]; protein serine/threonine kinase activity [GO:0004674]; RNA binding [GO:0003723]; telomeric DNA binding [GO:0042162]; DNA repair [GO:0006281]; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]; peptidyl-serine phosphorylation [GO:0018105]; phosphatidylinositol phosphorylation [GO:0046854]; protein autophosphorylation [GO:0046777]; regulation of telomere maintenance [GO:0032204]	GO:0000184; GO:0003723; GO:0004674; GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0006281; GO:0016301; GO:0018105; GO:0032204; GO:0042162; GO:0046777; GO:0046854; GO:0046872
TRINITY_DN1542_c0_g1_i6	0	0	0	1.114	3	sp	Q9EQQ9	OGA_MOUSE	37.4	956	471	19	196	2964	38	899	1.8e-171	604.7	OGA_MOUSE	reviewed	Protein O-GlcNAcase (OGA) (EC 3.2.1.169) (Beta-N-acetylhexosaminidase) (Beta-hexosaminidase) (Bifunctional protein NCOAT) (Meningioma-expressed antigen 5) (N-acetyl-beta-D-glucosaminidase) (EC 3.2.1.52) (N-acetyl-beta-glucosaminidase)	Mgea5 Hexc Kiaa0679	Mus musculus (Mouse)	916	glycoprotein metabolic process [GO:0009100]; N-acetylglucosamine metabolic process [GO:0006044]; protein deglycosylation [GO:0006517]	cytosol [GO:0005829]; membrane [GO:0016020]; nucleus [GO:0005634]	[protein]-3-O-(N-acetyl-D-glucosaminyl)-L-serine/L-threonine O-N-acetyl-alpha-D-glucosaminase activity [GO:0102571]; [protein]-3-O-(N-acetyl-D-glucosaminyl)-L-serine O-N-acetyl-alpha-D-glucosaminase activity [GO:0102167]; [protein]-3-O-(N-acetyl-D-glucosaminyl)-L-threonine O-N-acetyl-alpha-D-glucosaminase activity [GO:0102166]; beta-N-acetylglucosaminidase activity [GO:0016231]	cytosol [GO:0005829]; membrane [GO:0016020]; nucleus [GO:0005634]; [protein]-3-O-(N-acetyl-D-glucosaminyl)-L-serine O-N-acetyl-alpha-D-glucosaminase activity [GO:0102167]; [protein]-3-O-(N-acetyl-D-glucosaminyl)-L-serine/L-threonine O-N-acetyl-alpha-D-glucosaminase activity [GO:0102571]; [protein]-3-O-(N-acetyl-D-glucosaminyl)-L-threonine O-N-acetyl-alpha-D-glucosaminase activity [GO:0102166]; beta-N-acetylglucosaminidase activity [GO:0016231]; glycoprotein metabolic process [GO:0009100]; N-acetylglucosamine metabolic process [GO:0006044]; protein deglycosylation [GO:0006517]	GO:0005634; GO:0005829; GO:0006044; GO:0006517; GO:0009100; GO:0016020; GO:0016231; GO:0102166; GO:0102167; GO:0102571
